From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage
K2RC75_METFP	K2RC75	unreviewed	K2RC75_METFP	Anaerobic ribonucleoside-triphosphate reductase activating protein	A994_07330	Methanobacterium formicicum (strain DSM 3637 / PP1)	234	
K2RA81	K2RA81	unreviewed	K2RA81_METFP	Probable phosphoglucosamine mutase, EC 5.4.2.10	glmM A994_10093	Methanobacterium formicicum (strain DSM 3637 / PP1)	450	
K2RA81_METFP	K2RA81	unreviewed	K2RA81_METFP	Probable phosphoglucosamine mutase, EC 5.4.2.10	glmM A994_10093	Methanobacterium formicicum (strain DSM 3637 / PP1)	450	
K2RCT9	K2RCT9	unreviewed	K2RCT9_METFP	Phosphoglycerate kinase, EC 2.7.2.3	pgk A994_04315	Methanobacterium formicicum (strain DSM 3637 / PP1)	404	
K2RCT9_METFP	K2RCT9	unreviewed	K2RCT9_METFP	Phosphoglycerate kinase, EC 2.7.2.3	pgk A994_04315	Methanobacterium formicicum (strain DSM 3637 / PP1)	404	
K2QY50	K2QY50	unreviewed	K2QY50_METFP	2,3-bisphosphoglycerate-independent phosphoglycerate mutase, BPG-independent PGAM, Phosphoglyceromutase, aPGAM, EC 5.4.2.12	apgM A994_10088	Methanobacterium formicicum (strain DSM 3637 / PP1)	408	
K2QY50_METFP	K2QY50	unreviewed	K2QY50_METFP	2,3-bisphosphoglycerate-independent phosphoglycerate mutase, BPG-independent PGAM, Phosphoglyceromutase, aPGAM, EC 5.4.2.12	apgM A994_10088	Methanobacterium formicicum (strain DSM 3637 / PP1)	408	
K2QXM8	K2QXM8	unreviewed	K2QXM8_METFP	2,3-bisphosphoglycerate-independent phosphoglycerate mutase, BPG-independent PGAM, Phosphoglyceromutase, aPGAM, EC 5.4.2.12	apgM A994_10534	Methanobacterium formicicum (strain DSM 3637 / PP1)	411	
K2QXM8_METFP	K2QXM8	unreviewed	K2QXM8_METFP	2,3-bisphosphoglycerate-independent phosphoglycerate mutase, BPG-independent PGAM, Phosphoglyceromutase, aPGAM, EC 5.4.2.12	apgM A994_10534	Methanobacterium formicicum (strain DSM 3637 / PP1)	411	
K2RTD6	K2RTD6	unreviewed	K2RTD6_METFP	Aminotransferase, EC 2.6.1.-	A994_06171	Methanobacterium formicicum (strain DSM 3637 / PP1)	370	
K2RTD6_METFP	K2RTD6	unreviewed	K2RTD6_METFP	Aminotransferase, EC 2.6.1.-	A994_06171	Methanobacterium formicicum (strain DSM 3637 / PP1)	370	
K2R357	K2R357	unreviewed	K2R357_METFP	Methanogen marker protein 4	A994_08066	Methanobacterium formicicum (strain DSM 3637 / PP1)	231	
K2R357_METFP	K2R357	unreviewed	K2R357_METFP	Methanogen marker protein 4	A994_08066	Methanobacterium formicicum (strain DSM 3637 / PP1)	231	
K2RSW6	K2RSW6	unreviewed	K2RSW6_METFP	Phosphate transport system permease protein PstA	A994_07110	Methanobacterium formicicum (strain DSM 3637 / PP1)	282	
K2RSW6_METFP	K2RSW6	unreviewed	K2RSW6_METFP	Phosphate transport system permease protein PstA	A994_07110	Methanobacterium formicicum (strain DSM 3637 / PP1)	282	
K2RC11	K2RC11	unreviewed	K2RC11_METFP	Phosphate ABC transporter permease	A994_07105	Methanobacterium formicicum (strain DSM 3637 / PP1)	291	
K2RC11_METFP	K2RC11	unreviewed	K2RC11_METFP	Phosphate ABC transporter permease	A994_07105	Methanobacterium formicicum (strain DSM 3637 / PP1)	291	
K2R3R6	K2R3R6	unreviewed	K2R3R6_METFP	Phosphate binding protein	A994_07095	Methanobacterium formicicum (strain DSM 3637 / PP1)	281	
K2R3R6_METFP	K2R3R6	unreviewed	K2R3R6_METFP	Phosphate binding protein	A994_07095	Methanobacterium formicicum (strain DSM 3637 / PP1)	281	
K2QCV3	K2QCV3	unreviewed	K2QCV3_METFP	Phosphate ABC transporter ATP-binding protein	A994_07115	Methanobacterium formicicum (strain DSM 3637 / PP1)	251	
K2QCV3_METFP	K2QCV3	unreviewed	K2QCV3_METFP	Phosphate ABC transporter ATP-binding protein	A994_07115	Methanobacterium formicicum (strain DSM 3637 / PP1)	251	
K2QZX7	K2QZX7	unreviewed	K2QZX7_METFP	Extracellular phosphate-binding protein	A994_07100	Methanobacterium formicicum (strain DSM 3637 / PP1)	268	
K2QZX7_METFP	K2QZX7	unreviewed	K2QZX7_METFP	Extracellular phosphate-binding protein	A994_07100	Methanobacterium formicicum (strain DSM 3637 / PP1)	268	
K2QDF9	K2QDF9	unreviewed	K2QDF9_METFP	Phosphate transporter	A994_06261	Methanobacterium formicicum (strain DSM 3637 / PP1)	312	
K2QDF9_METFP	K2QDF9	unreviewed	K2QDF9_METFP	Phosphate transporter	A994_06261	Methanobacterium formicicum (strain DSM 3637 / PP1)	312	
K2R0M8	K2R0M8	unreviewed	K2R0M8_METFP	Bifunctional phosphomannomutase/phosphoglucomutase, EC 5.4.2.2	A994_04035	Methanobacterium formicicum (strain DSM 3637 / PP1)	449	
K2R0M8_METFP	K2R0M8	unreviewed	K2R0M8_METFP	Bifunctional phosphomannomutase/phosphoglucomutase, EC 5.4.2.2	A994_04035	Methanobacterium formicicum (strain DSM 3637 / PP1)	449	
K2RBJ1	K2RBJ1	unreviewed	K2RBJ1_METFP	Pantoate kinase, PoK, EC 2.7.1.169	A994_08101	Methanobacterium formicicum (strain DSM 3637 / PP1)	305	
K2RBJ1_METFP	K2RBJ1	unreviewed	K2RBJ1_METFP	Pantoate kinase, PoK, EC 2.7.1.169	A994_08101	Methanobacterium formicicum (strain DSM 3637 / PP1)	305	
K2R0C9	K2R0C9	unreviewed	K2R0C9_METFP	Inorganic diphosphatase, EC 3.6.1.1	A994_05861	Methanobacterium formicicum (strain DSM 3637 / PP1)	182	
K2R0C9_METFP	K2R0C9	unreviewed	K2R0C9_METFP	Inorganic diphosphatase, EC 3.6.1.1	A994_05861	Methanobacterium formicicum (strain DSM 3637 / PP1)	182	
K2QYV2	K2QYV2	unreviewed	K2QYV2_METFP	Inorganic pyrophosphatase, EC 3.6.1.1 (Pyrophosphate phospho-hydrolase, PPase)	ppa A994_08616	Methanobacterium formicicum (strain DSM 3637 / PP1)	173	
K2QYV2_METFP	K2QYV2	unreviewed	K2QYV2_METFP	Inorganic pyrophosphatase, EC 3.6.1.1 (Pyrophosphate phospho-hydrolase, PPase)	ppa A994_08616	Methanobacterium formicicum (strain DSM 3637 / PP1)	173	
K2R9K2	K2R9K2	unreviewed	K2R9K2_METFP	Delta-aminolevulinic acid dehydratase, EC 4.2.1.24	A994_10339	Methanobacterium formicicum (strain DSM 3637 / PP1)	327	
K2R9K2_METFP	K2R9K2	unreviewed	K2R9K2_METFP	Delta-aminolevulinic acid dehydratase, EC 4.2.1.24	A994_10339	Methanobacterium formicicum (strain DSM 3637 / PP1)	327	
K2QEU7	K2QEU7	unreviewed	K2QEU7_METFP	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase, PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase, PPC decarboxylase, PPC-DC, EC 4.1.1.36 (CoaC); Phosphopantothenate--cysteine ligase, EC 6.3.2.5 (CoaB) (Phosphopantothenoylcysteine synthetase, PPC synthetase, PPC-S) ]	coaBC A994_00005	Methanobacterium formicicum (strain DSM 3637 / PP1)	393	
K2QEU7_METFP	K2QEU7	unreviewed	K2QEU7_METFP	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase, PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase, PPC decarboxylase, PPC-DC, EC 4.1.1.36 (CoaC); Phosphopantothenate--cysteine ligase, EC 6.3.2.5 (CoaB) (Phosphopantothenoylcysteine synthetase, PPC synthetase, PPC-S) ]	coaBC A994_00005	Methanobacterium formicicum (strain DSM 3637 / PP1)	393	
K2RVX5	K2RVX5	unreviewed	K2RVX5_METFP	Acetyl-CoA hydrolase/transferase	A994_01375	Methanobacterium formicicum (strain DSM 3637 / PP1)	433	
K2RVX5_METFP	K2RVX5	unreviewed	K2RVX5_METFP	Acetyl-CoA hydrolase/transferase	A994_01375	Methanobacterium formicicum (strain DSM 3637 / PP1)	433	
K2QBF3	K2QBF3	unreviewed	K2QBF3_METFP	Uncharacterized protein	A994_08991	Methanobacterium formicicum (strain DSM 3637 / PP1)	922	
K2QBF3_METFP	K2QBF3	unreviewed	K2QBF3_METFP	Uncharacterized protein	A994_08991	Methanobacterium formicicum (strain DSM 3637 / PP1)	922	
K2R4W4	K2R4W4	unreviewed	K2R4W4_METFP	Prephenate dehydrogenase, EC 1.3.1.12	A994_04805	Methanobacterium formicicum (strain DSM 3637 / PP1)	434	
K2R4W4_METFP	K2R4W4	unreviewed	K2R4W4_METFP	Prephenate dehydrogenase, EC 1.3.1.12	A994_04805	Methanobacterium formicicum (strain DSM 3637 / PP1)	434	
K2R9A4	K2R9A4	unreviewed	K2R9A4_METFP	Pyruvate, water dikinase	A994_11812	Methanobacterium formicicum (strain DSM 3637 / PP1)	412	
K2R9A4_METFP	K2R9A4	unreviewed	K2R9A4_METFP	Pyruvate, water dikinase	A994_11812	Methanobacterium formicicum (strain DSM 3637 / PP1)	412	
K2RSE0	K2RSE0	unreviewed	K2RSE0_METFP	Phosphoenolpyruvate synthase, PEP synthase, EC 2.7.9.2 (Pyruvate, water dikinase)	A994_06410	Methanobacterium formicicum (strain DSM 3637 / PP1)	763	
K2RSE0_METFP	K2RSE0	unreviewed	K2RSE0_METFP	Phosphoenolpyruvate synthase, PEP synthase, EC 2.7.9.2 (Pyruvate, water dikinase)	A994_06410	Methanobacterium formicicum (strain DSM 3637 / PP1)	763	
K2R340	K2R340	unreviewed	K2R340_METFP	Phosphoribosylamine--glycine ligase, EC 6.3.4.13 (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD A994_01665	Methanobacterium formicicum (strain DSM 3637 / PP1)	437	
K2R340_METFP	K2R340	unreviewed	K2R340_METFP	Phosphoribosylamine--glycine ligase, EC 6.3.4.13 (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD A994_01665	Methanobacterium formicicum (strain DSM 3637 / PP1)	437	
K2QXA7	K2QXA7	unreviewed	K2QXA7_METFP	ATP-grasp fold domain-containing protein	A994_11782	Methanobacterium formicicum (strain DSM 3637 / PP1)	337	
K2QXA7_METFP	K2QXA7	unreviewed	K2QXA7_METFP	ATP-grasp fold domain-containing protein	A994_11782	Methanobacterium formicicum (strain DSM 3637 / PP1)	337	
K2RAJ0	K2RAJ0	unreviewed	K2RAJ0_METFP	Phosphoribosylformylglycinamidine cyclo-ligase, EC 6.3.3.1 (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM A994_09161	Methanobacterium formicicum (strain DSM 3637 / PP1)	341	
K2RAJ0_METFP	K2RAJ0	unreviewed	K2RAJ0_METFP	Phosphoribosylformylglycinamidine cyclo-ligase, EC 6.3.3.1 (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM A994_09161	Methanobacterium formicicum (strain DSM 3637 / PP1)	341	
K2QDU5	K2QDU5	unreviewed	K2QDU5_METFP	N-(5'-phosphoribosyl)anthranilate isomerase, PRAI, EC 5.3.1.24	trpF A994_04725	Methanobacterium formicicum (strain DSM 3637 / PP1)	245	
K2QDU5_METFP	K2QDU5	unreviewed	K2QDU5_METFP	N-(5'-phosphoribosyl)anthranilate isomerase, PRAI, EC 5.3.1.24	trpF A994_04725	Methanobacterium formicicum (strain DSM 3637 / PP1)	245	
K2RB04	K2RB04	unreviewed	K2RB04_METFP	Phosphoribosyl-AMP cyclohydrolase, PRA-CH, EC 3.5.4.19	hisI A994_08721	Methanobacterium formicicum (strain DSM 3637 / PP1)	132	
K2RB04_METFP	K2RB04	unreviewed	K2RB04_METFP	Phosphoribosyl-AMP cyclohydrolase, PRA-CH, EC 3.5.4.19	hisI A994_08721	Methanobacterium formicicum (strain DSM 3637 / PP1)	132	
K2QBH6	K2QBH6	unreviewed	K2QBH6_METFP	Phosphoribosyl-ATP pyrophosphatase, PRA-PH, EC 3.6.1.31	hisE A994_09096	Methanobacterium formicicum (strain DSM 3637 / PP1)	95	
K2QBH6_METFP	K2QBH6	unreviewed	K2QBH6_METFP	Phosphoribosyl-ATP pyrophosphatase, PRA-PH, EC 3.6.1.31	hisE A994_09096	Methanobacterium formicicum (strain DSM 3637 / PP1)	95	
K2R370	K2R370	unreviewed	K2R370_METFP	Phosphoribosylaminoimidazole-succinocarboxamide synthase, EC 6.3.2.6 (SAICAR synthetase)	purC A994_08141	Methanobacterium formicicum (strain DSM 3637 / PP1)	248	
K2R370_METFP	K2R370	unreviewed	K2R370_METFP	Phosphoribosylaminoimidazole-succinocarboxamide synthase, EC 6.3.2.6 (SAICAR synthetase)	purC A994_08141	Methanobacterium formicicum (strain DSM 3637 / PP1)	248	
K2RSD3	K2RSD3	unreviewed	K2RSD3_METFP	Phosphoribosylformylglycinamidine synthase subunit PurQ, FGAM synthase, EC 6.3.5.3 (Formylglycinamide ribonucleotide amidotransferase subunit I, FGAR amidotransferase I, FGAR-AT I) (Glutaminase PurQ, EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I)	purQ A994_08131	Methanobacterium formicicum (strain DSM 3637 / PP1)	216	
K2RSD3_METFP	K2RSD3	unreviewed	K2RSD3_METFP	Phosphoribosylformylglycinamidine synthase subunit PurQ, FGAM synthase, EC 6.3.5.3 (Formylglycinamide ribonucleotide amidotransferase subunit I, FGAR amidotransferase I, FGAR-AT I) (Glutaminase PurQ, EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I)	purQ A994_08131	Methanobacterium formicicum (strain DSM 3637 / PP1)	216	
K2RVU5	K2RVU5	unreviewed	K2RVU5_METFP	Phosphoribosylformylglycinamidine synthase subunit PurL, FGAM synthase, EC 6.3.5.3 (Formylglycinamide ribonucleotide amidotransferase subunit II, FGAR amidotransferase II, FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)	purL A994_01175	Methanobacterium formicicum (strain DSM 3637 / PP1)	721	
K2RVU5_METFP	K2RVU5	unreviewed	K2RVU5_METFP	Phosphoribosylformylglycinamidine synthase subunit PurL, FGAM synthase, EC 6.3.5.3 (Formylglycinamide ribonucleotide amidotransferase subunit II, FGAR amidotransferase II, FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)	purL A994_01175	Methanobacterium formicicum (strain DSM 3637 / PP1)	721	
K2QCE5	K2QCE5	unreviewed	K2QCE5_METFP	Phosphoribosylformylglycinamidine synthase subunit PurS, FGAM synthase, EC 6.3.5.3 (Formylglycinamide ribonucleotide amidotransferase subunit III, FGAR amidotransferase III, FGAR-AT III) (Phosphoribosylformylglycinamidine synthase subunit III)	purS A994_08136	Methanobacterium formicicum (strain DSM 3637 / PP1)	84	
K2QCE5_METFP	K2QCE5	unreviewed	K2QCE5_METFP	Phosphoribosylformylglycinamidine synthase subunit PurS, FGAM synthase, EC 6.3.5.3 (Formylglycinamide ribonucleotide amidotransferase subunit III, FGAR amidotransferase III, FGAR-AT III) (Phosphoribosylformylglycinamidine synthase subunit III)	purS A994_08136	Methanobacterium formicicum (strain DSM 3637 / PP1)	84	
K2R335	K2R335	unreviewed	K2R335_METFP	HisA/hisF family protein	A994_07941	Methanobacterium formicicum (strain DSM 3637 / PP1)	226	
K2R335_METFP	K2R335	unreviewed	K2R335_METFP	HisA/hisF family protein	A994_07941	Methanobacterium formicicum (strain DSM 3637 / PP1)	226	
K2QXB1	K2QXB1	unreviewed	K2QXB1_METFP	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, EC 5.3.1.16 (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	hisA A994_11807	Methanobacterium formicicum (strain DSM 3637 / PP1)	238	
K2QXB1_METFP	K2QXB1	unreviewed	K2QXB1_METFP	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, EC 5.3.1.16 (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	hisA A994_11807	Methanobacterium formicicum (strain DSM 3637 / PP1)	238	
K2QC26	K2QC26	unreviewed	K2QC26_METFP	Sodium solute transporter superfamily protein	A994_08856	Methanobacterium formicicum (strain DSM 3637 / PP1)	532	
K2QC26_METFP	K2QC26	unreviewed	K2QC26_METFP	Sodium solute transporter superfamily protein	A994_08856	Methanobacterium formicicum (strain DSM 3637 / PP1)	532	
K2RQU4	K2RQU4	unreviewed	K2RQU4_METFP	Ribose-phosphate pyrophosphokinase, RPPK, EC 2.7.6.1 (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase, P-Rib-PP synthase, PRPP synthase, PRPPase)	prs A994_09648	Methanobacterium formicicum (strain DSM 3637 / PP1)	285	
K2RQU4_METFP	K2RQU4	unreviewed	K2RQU4_METFP	Ribose-phosphate pyrophosphokinase, RPPK, EC 2.7.6.1 (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase, P-Rib-PP synthase, PRPP synthase, PRPPase)	prs A994_09648	Methanobacterium formicicum (strain DSM 3637 / PP1)	285	
K2R5D0	K2R5D0	unreviewed	K2R5D0_METFP	3-phosphoshikimate 1-carboxyvinyltransferase, EC 2.5.1.19 (5-enolpyruvylshikimate-3-phosphate synthase, EPSP synthase, EPSPS)	aroA A994_02928	Methanobacterium formicicum (strain DSM 3637 / PP1)	473	
K2R5D0_METFP	K2R5D0	unreviewed	K2R5D0_METFP	3-phosphoshikimate 1-carboxyvinyltransferase, EC 2.5.1.19 (5-enolpyruvylshikimate-3-phosphate synthase, EPSP synthase, EPSPS)	aroA A994_02928	Methanobacterium formicicum (strain DSM 3637 / PP1)	473	
K2RD45	K2RD45	unreviewed	K2RD45_METFP	Phosphoserine phosphatase, EC 3.1.3.3 (O-phosphoserine phosphohydrolase)	A994_04865	Methanobacterium formicicum (strain DSM 3637 / PP1)	496	
K2RD45_METFP	K2RD45	unreviewed	K2RD45_METFP	Phosphoserine phosphatase, EC 3.1.3.3 (O-phosphoserine phosphohydrolase)	A994_04865	Methanobacterium formicicum (strain DSM 3637 / PP1)	496	
K2R0H4	K2R0H4	unreviewed	K2R0H4_METFP	Phosphopantetheine adenylyltransferase, EC 2.7.7.3 (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase, PPAT)	coaD A994_06161	Methanobacterium formicicum (strain DSM 3637 / PP1)	156	
K2R0H4_METFP	K2R0H4	unreviewed	K2R0H4_METFP	Phosphopantetheine adenylyltransferase, EC 2.7.7.3 (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase, PPAT)	coaD A994_06161	Methanobacterium formicicum (strain DSM 3637 / PP1)	156	
K2QF55	K2QF55	unreviewed	K2QF55_METFP	Phosphonate-transporting ATPase	A994_00530	Methanobacterium formicicum (strain DSM 3637 / PP1)	223	
K2QF55_METFP	K2QF55	unreviewed	K2QF55_METFP	Phosphonate-transporting ATPase	A994_00530	Methanobacterium formicicum (strain DSM 3637 / PP1)	223	
K2RD50	K2RD50	unreviewed	K2RD50_METFP	Antibiotic biosynthesis monooxygenase	A994_04890	Methanobacterium formicicum (strain DSM 3637 / PP1)	101	
K2RD50_METFP	K2RD50	unreviewed	K2RD50_METFP	Antibiotic biosynthesis monooxygenase	A994_04890	Methanobacterium formicicum (strain DSM 3637 / PP1)	101	
K2QBW2	K2QBW2	unreviewed	K2QBW2_METFP	Quinolinate synthase, EC 2.5.1.72	nadA A994_08381	Methanobacterium formicicum (strain DSM 3637 / PP1)	303	
K2QBW2_METFP	K2QBW2	unreviewed	K2QBW2_METFP	Quinolinate synthase, EC 2.5.1.72	nadA A994_08381	Methanobacterium formicicum (strain DSM 3637 / PP1)	303	
K2R9W7	K2R9W7	unreviewed	K2R9W7_METFP	Riboflavin synthase, EC 2.5.1.9	A994_09593	Methanobacterium formicicum (strain DSM 3637 / PP1)	152	
K2R9W7_METFP	K2R9W7	unreviewed	K2R9W7_METFP	Riboflavin synthase, EC 2.5.1.9	A994_09593	Methanobacterium formicicum (strain DSM 3637 / PP1)	152	
K2REM2	K2REM2	unreviewed	K2REM2_METFP	6,7-dimethyl-8-ribityllumazine synthase, DMRL synthase, LS, Lumazine synthase, EC 2.5.1.78	ribH A994_01020	Methanobacterium formicicum (strain DSM 3637 / PP1)	136	
K2REM2_METFP	K2REM2	unreviewed	K2REM2_METFP	6,7-dimethyl-8-ribityllumazine synthase, DMRL synthase, LS, Lumazine synthase, EC 2.5.1.78	ribH A994_01020	Methanobacterium formicicum (strain DSM 3637 / PP1)	136	
K2QG71	K2QG71	unreviewed	K2QG71_METFP	PfkB domain-containing protein	A994_02290	Methanobacterium formicicum (strain DSM 3637 / PP1)	304	
K2QG71_METFP	K2QG71	unreviewed	K2QG71_METFP	PfkB domain-containing protein	A994_02290	Methanobacterium formicicum (strain DSM 3637 / PP1)	304	
K2R3C8	K2R3C8	unreviewed	K2R3C8_METFP	Anaerobic ribonucleoside-triphosphate reductase	A994_02200	Methanobacterium formicicum (strain DSM 3637 / PP1)	768	
K2R3C8_METFP	K2R3C8	unreviewed	K2R3C8_METFP	Anaerobic ribonucleoside-triphosphate reductase	A994_02200	Methanobacterium formicicum (strain DSM 3637 / PP1)	768	
K2QEC6	K2QEC6	unreviewed	K2QEC6_METFP	Ribose-5-phosphate isomerase A, EC 5.3.1.6 (Phosphoriboisomerase A, PRI)	rpiA A994_03148	Methanobacterium formicicum (strain DSM 3637 / PP1)	238	
K2QEC6_METFP	K2QEC6	unreviewed	K2QEC6_METFP	Ribose-5-phosphate isomerase A, EC 5.3.1.6 (Phosphoriboisomerase A, PRI)	rpiA A994_03148	Methanobacterium formicicum (strain DSM 3637 / PP1)	238	
K2R6Z7	K2R6Z7	unreviewed	K2R6Z7_METFP	Bifunctional enzyme Fae/Hps [Includes: 5,6,7,8-tetrahydromethanopterin hydro-lyase, EC 4.2.1.147 (Formaldehyde-activating enzyme, Fae); 3-hexulose-6-phosphate synthase, HPS, EC 4.1.2.43 (D-arabino-3-hexulose-6-phosphate formaldehyde lyase) ]	fae-hps A994_01785	Methanobacterium formicicum (strain DSM 3637 / PP1)	406	
K2R6Z7_METFP	K2R6Z7	unreviewed	K2R6Z7_METFP	Bifunctional enzyme Fae/Hps [Includes: 5,6,7,8-tetrahydromethanopterin hydro-lyase, EC 4.2.1.147 (Formaldehyde-activating enzyme, Fae); 3-hexulose-6-phosphate synthase, HPS, EC 4.1.2.43 (D-arabino-3-hexulose-6-phosphate formaldehyde lyase) ]	fae-hps A994_01785	Methanobacterium formicicum (strain DSM 3637 / PP1)	406	
K2RCR5	K2RCR5	unreviewed	K2RCR5_METFP	Precorrin-2 dehydrogenase, EC 1.3.1.76	A994_04165	Methanobacterium formicicum (strain DSM 3637 / PP1)	206	
K2RCR5_METFP	K2RCR5	unreviewed	K2RCR5_METFP	Precorrin-2 dehydrogenase, EC 1.3.1.76	A994_04165	Methanobacterium formicicum (strain DSM 3637 / PP1)	206	
K2RVP8	K2RVP8	unreviewed	K2RVP8_METFP	Cysteine desulfurase, EC 2.8.1.7	A994_01025	Methanobacterium formicicum (strain DSM 3637 / PP1)	398	
K2RVP8_METFP	K2RVP8	unreviewed	K2RVP8_METFP	Cysteine desulfurase, EC 2.8.1.7	A994_01025	Methanobacterium formicicum (strain DSM 3637 / PP1)	398	
K2RQL4	K2RQL4	unreviewed	K2RQL4_METFP	Serine O-acetyltransferase, EC 2.3.1.30	A994_10569	Methanobacterium formicicum (strain DSM 3637 / PP1)	237	
K2RQL4_METFP	K2RQL4	unreviewed	K2RQL4_METFP	Serine O-acetyltransferase, EC 2.3.1.30	A994_10569	Methanobacterium formicicum (strain DSM 3637 / PP1)	237	
K2QC11	K2QC11	unreviewed	K2QC11_METFP	Shikimate dehydrogenase (NADP(+)), SDH, EC 1.1.1.25	aroE A994_08756	Methanobacterium formicicum (strain DSM 3637 / PP1)	283	
K2QC11_METFP	K2QC11	unreviewed	K2QC11_METFP	Shikimate dehydrogenase (NADP(+)), SDH, EC 1.1.1.25	aroE A994_08756	Methanobacterium formicicum (strain DSM 3637 / PP1)	283	
K2R956	K2R956	unreviewed	K2R956_METFP	Shikimate kinase, SK, EC 2.7.1.71	aroK A994_11537	Methanobacterium formicicum (strain DSM 3637 / PP1)	290	
K2R956_METFP	K2R956	unreviewed	K2R956_METFP	Shikimate kinase, SK, EC 2.7.1.71	aroK A994_11537	Methanobacterium formicicum (strain DSM 3637 / PP1)	290	
K2RSK4	K2RSK4	unreviewed	K2RSK4_METFP	Rhodanese-like protein	A994_06660	Methanobacterium formicicum (strain DSM 3637 / PP1)	475	
K2RSK4_METFP	K2RSK4	unreviewed	K2RSK4_METFP	Rhodanese-like protein	A994_06660	Methanobacterium formicicum (strain DSM 3637 / PP1)	475	
K2RPM0	K2RPM0	unreviewed	K2RPM0_METFP	Sulfate transporter	A994_12538	Methanobacterium formicicum (strain DSM 3637 / PP1)	562	
K2RPM0_METFP	K2RPM0	unreviewed	K2RPM0_METFP	Sulfate transporter	A994_12538	Methanobacterium formicicum (strain DSM 3637 / PP1)	562	
K2R5G7	K2R5G7	unreviewed	K2R5G7_METFP	Superoxide dismutase, EC 1.15.1.1	A994_03203	Methanobacterium formicicum (strain DSM 3637 / PP1)	235	
K2R5G7_METFP	K2R5G7	unreviewed	K2R5G7_METFP	Superoxide dismutase, EC 1.15.1.1	A994_03203	Methanobacterium formicicum (strain DSM 3637 / PP1)	235	
K2R0S6	K2R0S6	unreviewed	K2R0S6_METFP	Succinate--CoA ligase [ADP-forming] subunit beta, EC 6.2.1.5 (Succinyl-CoA synthetase subunit beta, SCS-beta)	sucC A994_04285	Methanobacterium formicicum (strain DSM 3637 / PP1)	370	
K2R0S6_METFP	K2R0S6	unreviewed	K2R0S6_METFP	Succinate--CoA ligase [ADP-forming] subunit beta, EC 6.2.1.5 (Succinyl-CoA synthetase subunit beta, SCS-beta)	sucC A994_04285	Methanobacterium formicicum (strain DSM 3637 / PP1)	370	
K2RF66	K2RF66	unreviewed	K2RF66_METFP	ABC transporter	A994_02095	Methanobacterium formicicum (strain DSM 3637 / PP1)	245	
K2RF66_METFP	K2RF66	unreviewed	K2RF66_METFP	ABC transporter	A994_02095	Methanobacterium formicicum (strain DSM 3637 / PP1)	245	
K2QXR7	K2QXR7	unreviewed	K2QXR7_METFP	4Fe-4S ferredoxin	A994_10759	Methanobacterium formicicum (strain DSM 3637 / PP1)	459	
K2QXR7_METFP	K2QXR7	unreviewed	K2QXR7_METFP	4Fe-4S ferredoxin	A994_10759	Methanobacterium formicicum (strain DSM 3637 / PP1)	459	
K2R014	K2R014	unreviewed	K2R014_METFP	Thioredoxin domain-containing protein	A994_07225	Methanobacterium formicicum (strain DSM 3637 / PP1)	99	
K2R014_METFP	K2R014	unreviewed	K2R014_METFP	Thioredoxin domain-containing protein	A994_07225	Methanobacterium formicicum (strain DSM 3637 / PP1)	99	
K2RRX2	K2RRX2	unreviewed	K2RRX2_METFP	Threonine synthase, EC 4.2.3.1	A994_08676	Methanobacterium formicicum (strain DSM 3637 / PP1)	398	
K2RRX2_METFP	K2RRX2	unreviewed	K2RRX2_METFP	Threonine synthase, EC 4.2.3.1	A994_08676	Methanobacterium formicicum (strain DSM 3637 / PP1)	398	
